Team,Level,Name,ObjChecks
Sonic,Frog Forest,Propeller Island After Checkpoint 2,0
Sonic,Frog Forest,Propeller Path,0
Sonic,Frog Forest,Second Big Yellow Plant,0
Sonic,Frog Forest,Ivy Around Second Big Yellow Plant,0
Sonic,Frog Forest,Island With Bonus Key 2,0
Sonic,Frog Forest,Bonus Key 2,0
Sonic,Frog Forest,Island Next to Bonus Key 2,0
Sonic,Frog Forest,Island Before Second and Third Propeller Island,0
Sonic,Frog Forest,Island Before Second and Third Propeller Island Case,0
Sonic,Frog Forest,Island Before Second and Third Propeller Island Green Frog,0
Sonic,Frog Forest,Island Before Second and Third Propeller Island Tall Tree Platform,0
Sonic,Frog Forest,Island Before Second and Third Propeller Island Tall Tree Platform Top,0
Sonic,Frog Forest,Lower Small Green Platforms Before Second Propeller Island,0
Sonic,Frog Forest,Upper Small Green Platforms Before Second Propeller Island,0
Sonic,Frog Forest,Second Propeller Island Bottom,0
Sonic,Frog Forest,Second Propeller Island Top,0
Sonic,Frog Forest,Second Propeller Top Left Island,0
Sonic,Frog Forest,Second Propeller Top Left Island Frog,0
Sonic,Frog Forest,Small Green Platform Above Second Propeller,0
Sonic,Frog Forest,Second Propeller,0
Sonic,Frog Forest,Second Propeller Path,0
Sonic,Frog Forest,Alternate Second Propeller Island,0
Sonic,Frog Forest,Alternate Second Propeller Island Propeller,0
Sonic,Frog Forest,Alternate Second Propeller Path,0
Sonic,Frog Forest,Island After Second Propeller Path,0
Sonic,Frog Forest,Vine Path Middle After Second Propeller Path,0
Sonic,Frog Forest,Island Before Lower Checkpoint 3,0
Sonic,Frog Forest,Island Before Lower Checkpoint 3 Alcove,0
Sonic,Frog Forest,Lower Path After Second Propeller First Island,0
Sonic,Frog Forest,Vine Path Bottom After Second Propeller Path,0
Sonic,Frog Forest,Lower Path After Second Propeller Second Island,0
Sonic,Frog Forest,Lower Path After Second Propeller Third Island,0
Sonic,Frog Forest,Lower Path After Second Propeller Third Island Case,0
Sonic,Frog Forest,Lower Checkpoint 3,0
Sonic,Frog Forest,Checkpoint 3,0
Sonic,Frog Forest,Island After Alternate Second Propeller Path,0
Sonic,Frog Forest,Island After Alternate Second Propeller Path Green Frog,0
Sonic,Frog Forest,Vine Path Top After Second Propeller Path,0
Sonic,Frog Forest,Island Before Upper Checkpoint 3,0
Sonic,Frog Forest,Upper Checkpoint 3,0
Sonic,Frog Forest,Path After Checkpoint 3,0
Sonic,Frog Forest,Island After Checkpoint 3,0
Sonic,Frog Forest,Island After Checkpoint 3 Green Frog,0
Sonic,Frog Forest,Third Corkscrew,0
Sonic,Frog Forest,Third Corkscrew With Green Frog,0
Sonic,Frog Forest,Island With Second Tree Bottom,0
Sonic,Frog Forest,Second Tree Base,0
Sonic,Frog Forest,Second Tree Base Alcove,0
Sonic,Frog Forest,Bonus Key 3,0
Sonic,Frog Forest,Second Tree Top,0
Sonic,Frog Forest,Second Tree Top Case,0
Sonic,Frog Forest,Bouncy Fruit Path At Second Tree,0
Sonic,Frog Forest,Ivy That Grows As You Grind On It,0
Sonic,Frog Forest,Island With Goal,0
Sonic,Frog Forest,Goal,0
