,room_address,entities_ptr,doors_ptr,num_doors,x,y,x_1,y_1,type_1,subtype_1,entityID_1,varA_1,varB_1,x_2,y_2,type_2,subtype_2,entityID_2,varA_2,varB_2,x_3,y_3,type_3,subtype_3,entityID_3,varA_3,varB_3,x_4,y_4,type_4,subtype_4,entityID_4,varA_4,varB_4,x_5,y_5,type_5,subtype_5,entityID_5,varA_5,varB_5,x_6,y_6,type_6,subtype_6,entityID_6,varA_6,varB_6,x_7,y_7,type_7,subtype_7,entityID_7,varA_7,varB_7,x_8,y_8,type_8,subtype_8,entityID_8,varA_8,varB_8,x_9,y_9,type_9,subtype_9,entityID_9,varA_9,varB_9,x_10,y_10,type_10,subtype_10,entityID_10,varA_10,varB_10,x_11,y_11,type_11,subtype_11,entityID_11,varA_11,varB_11,x_12,y_12,type_12,subtype_12,entityID_12,varA_12,varB_12,x_13,y_13,type_13,subtype_13,entityID_13,varA_13,varB_13,x_14,y_14,type_14,subtype_14,entityID_14,varA_14,varB_14,x_15,y_15,type_15,subtype_15,entityID_15,varA_15,varB_15,x_16,y_16,type_16,subtype_16,entityID_16,varA_16,varB_16,x_17,y_17,type_17,subtype_17,entityID_17,varA_17,varB_17,x_18,y_18,type_18,subtype_18,entityID_18,varA_18,varB_18,x_19,y_19,type_19,subtype_19,entityID_19,varA_19,varB_19,x_20,y_20,type_20,subtype_20,entityID_20,varA_20,varB_20,x_21,y_21,type_21,subtype_21,entityID_21,varA_21,varB_21,x_22,y_22,type_22,subtype_22,entityID_22,varA_22,varB_22,x_23,y_23,type_23,subtype_23,entityID_23,varA_23,varB_23,x_24,y_24,type_24,subtype_24,entityID_24,varA_24,varB_24,x_25,y_25,type_25,subtype_25,entityID_25,varA_25,varB_25,x_26,y_26,type_26,subtype_26,entityID_26,varA_26,varB_26,x_27,y_27,type_27,subtype_27,entityID_27,varA_27,varB_27,Region,Region Number,Index in Region
10,0850F58C,0x8510e64,0x850f56c,2,14,21,0.0,0.0,2.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,1.0,1.0,2.0,8.0,160.0,2.0,2.0,2.0,1.0,11.0,128.0,176.0,2.0,10.0,3.0,2.0,11.0,256.0,176.0,1.0,33.0,4.0,1.0,0.0,256.0,176.0,2.0,10.0,5.0,2.0,11.0,384.0,176.0,2.0,10.0,6.0,2.0,11.0,504.0,160.0,2.0,2.0,7.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,11
11,0850F60C,0x8510ed0,0x850f5fc,1,15,22,48.0,144.0,4.0,2.0,0.0,95.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,12
12,0850F6DC,0x8510ee8,0x850f6bc,2,16,16,0.0,0.0,2.0,7.0,0.0,1.0,5.0,0.0,0.0,2.0,7.0,1.0,1.0,6.0,0.0,0.0,2.0,7.0,2.0,0.0,3.0,128.0,504.0,1.0,10.0,3.0,0.0,0.0,128.0,624.0,1.0,9.0,4.0,0.0,0.0,96.0,752.0,1.0,9.0,5.0,0.0,0.0,128.0,880.0,1.0,9.0,6.0,0.0,0.0,96.0,1016.0,1.0,5.0,7.0,1.0,0.0,96.0,1096.0,1.0,5.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,13
13,0850F774,0x8510f60,0x850f754,2,17,16,128.0,176.0,4.0,2.0,0.0,90.0,0.0,208.0,104.0,1.0,11.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,14
14,0850F7EC,0x8510f84,0x850f7dc,1,17,21,0.0,0.0,2.0,29.0,0.0,1.0,0.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,15
15,0850F8A4,0x8510fa8,0x850f864,4,18,15,48.0,296.0,4.0,2.0,0.0,92.0,0.0,160.0,408.0,3.0,0.0,1.0,10.0,0.0,240.0,280.0,1.0,13.0,2.0,0.0,0.0,264.0,240.0,3.0,0.0,3.0,10.0,0.0,288.0,432.0,1.0,12.0,4.0,0.0,0.0,384.0,432.0,1.0,4.0,5.0,2.0,0.0,384.0,216.0,2.0,14.0,6.0,0.0,1.0,384.0,440.0,2.0,14.0,7.0,0.0,3.0,480.0,432.0,1.0,12.0,8.0,0.0,0.0,504.0,240.0,3.0,0.0,9.0,10.0,0.0,560.0,152.0,1.0,13.0,10.0,2.0,0.0,608.0,408.0,3.0,0.0,11.0,10.0,0.0,720.0,296.0,4.0,4.0,12.0,50.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,16
16,0850F944,0x8511050,0x850f914,3,17,22,16.0,128.0,2.0,7.0,0.0,1.0,3.0,80.0,120.0,2.0,15.0,1.0,0.0,0.0,176.0,120.0,2.0,15.0,2.0,0.0,0.0,304.0,128.0,2.0,18.0,3.0,1.0,0.0,384.0,80.0,3.0,0.0,4.0,1.0,0.0,384.0,184.0,1.0,7.0,5.0,0.0,0.0,496.0,128.0,2.0,18.0,6.0,1.0,0.0,560.0,80.0,3.0,0.0,7.0,1.0,0.0,624.0,128.0,2.0,18.0,8.0,1.0,0.0,640.0,104.0,1.0,0.0,9.0,0.0,0.0,672.0,184.0,1.0,7.0,10.0,0.0,1.0,752.0,128.0,2.0,18.0,11.0,1.0,0.0,784.0,104.0,1.0,0.0,12.0,0.0,0.0,800.0,104.0,1.0,0.0,13.0,0.0,0.0,816.0,104.0,1.0,0.0,14.0,0.0,0.0,880.0,128.0,2.0,18.0,15.0,1.0,0.0,944.0,128.0,2.0,18.0,16.0,1.0,0.0,960.0,184.0,1.0,7.0,17.0,0.0,0.0,976.0,104.0,1.0,0.0,18.0,0.0,0.0,1008.0,128.0,2.0,18.0,19.0,1.0,0.0,1136.0,104.0,4.0,6.0,20.0,2.0,1.0,1272.0,160.0,2.0,0.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,17
17,0850F9D4,0x8511164,0x850f9b4,2,20,20,48.0,240.0,2.0,14.0,0.0,1.0,0.0,192.0,368.0,2.0,14.0,1.0,1.0,0.0,48.0,408.0,2.0,14.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,18
18,0850FA64,0x8511194,0x850fa44,2,21,16,0.0,0.0,1.0,14.0,1.0,1.0,1.0,256.0,176.0,1.0,12.0,2.0,0.0,0.0,232.0,152.0,3.0,1.0,9.0,1.0,1.0,424.0,152.0,3.0,0.0,10.0,1.0,0.0,568.0,176.0,1.0,6.0,3.0,1.0,0.0,616.0,152.0,3.0,0.0,11.0,1.0,0.0,640.0,176.0,1.0,12.0,4.0,0.0,0.0,896.0,176.0,1.0,12.0,5.0,0.0,0.0,952.0,192.0,2.0,18.0,0.0,0.0,0.0,1096.0,152.0,3.0,0.0,12.0,1.0,0.0,1152.0,176.0,1.0,12.0,6.0,0.0,0.0,1280.0,176.0,1.0,6.0,7.0,0.0,0.0,1288.0,152.0,3.0,0.0,13.0,1.0,0.0,1480.0,152.0,3.0,1.0,14.0,1.0,1.0,1536.0,176.0,1.0,12.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,19
19,0850FAF4,0x8511254,0x850fad4,2,21,20,88.0,184.0,2.0,14.0,0.0,9.0,0.0,120.0,152.0,2.0,15.0,1.0,0.0,0.0,152.0,184.0,2.0,14.0,2.0,9.0,0.0,232.0,160.0,2.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,20
20,0850FB9C,0x8511290,0x850fb6c,3,28,14,208.0,216.0,1.0,31.0,0.0,0.0,0.0,304.0,216.0,1.0,31.0,1.0,0.0,0.0,256.0,376.0,1.0,31.0,2.0,0.0,0.0,48.0,440.0,2.0,14.0,3.0,0.0,0.0,464.0,440.0,2.0,14.0,4.0,0.0,0.0,256.0,528.0,2.0,14.0,5.0,0.0,1.0,144.0,640.0,3.0,0.0,6.0,10.0,0.0,368.0,640.0,3.0,0.0,7.0,10.0,0.0,128.0,688.0,1.0,2.0,8.0,0.0,0.0,384.0,688.0,1.0,2.0,9.0,0.0,0.0,256.0,688.0,1.0,6.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,21
21,0850FC34,0x8511320,0x850fc14,2,29,13,8.0,160.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,22
22,0850FCC4,0x8511338,0x850fca4,2,30,16,128.0,191.0,1.0,1.0,0.0,2.0,1.0,232.0,152.0,3.0,0.0,1.0,1.0,0.0,320.0,160.0,1.0,2.0,2.0,0.0,0.0,424.0,152.0,3.0,0.0,3.0,1.0,0.0,728.0,192.0,2.0,18.0,4.0,0.0,0.0,872.0,152.0,3.0,0.0,5.0,1.0,0.0,960.0,160.0,1.0,2.0,6.0,0.0,0.0,1064.0,152.0,3.0,0.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,23
23,0850FD6C,0x85113a4,0x850fd3c,3,35,15,0.0,0.0,2.0,7.0,0.0,1.0,5.0,0.0,0.0,2.0,7.0,1.0,1.0,6.0,232.0,160.0,2.0,0.0,2.0,0.0,0.0,40.0,224.0,2.0,15.0,3.0,0.0,0.0,40.0,224.0,2.0,15.0,4.0,0.0,0.0,184.0,224.0,2.0,15.0,5.0,0.0,0.0,96.0,320.0,3.0,0.0,6.0,12.0,0.0,128.0,320.0,3.0,0.0,7.0,12.0,0.0,112.0,376.0,3.0,0.0,8.0,12.0,1.0,120.0,440.0,1.0,13.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,24
24,0850FDFC,0x8511428,0x850fddc,2,36,16,128.0,144.0,1.0,16.0,2.0,0.0,0.0,136.0,152.0,3.0,0.0,11.0,1.0,0.0,232.0,176.0,1.0,5.0,3.0,0.0,0.0,232.0,152.0,1.0,9.0,4.0,0.0,0.0,384.0,144.0,1.0,16.0,5.0,0.0,0.0,448.0,144.0,1.0,16.0,6.0,0.0,0.0,512.0,184.0,1.0,5.0,7.0,0.0,0.0,576.0,184.0,1.0,18.0,8.0,0.0,0.0,616.0,152.0,3.0,0.0,12.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,25
25,0850FEEC,0x85114a0,0x850feac,4,39,16,0.0,0.0,2.0,7.0,0.0,1.0,5.0,0.0,0.0,2.0,7.0,1.0,1.0,6.0,0.0,0.0,2.0,7.0,2.0,0.0,3.0,32.0,88.0,4.0,3.0,3.0,39.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,26
26,0850FF84,0x85114dc,0x850ff64,2,40,17,0.0,0.0,2.0,32.0,0.0,4.0,0.0,504.0,160.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,27
27,0851000C,0x8511500,0x850ffec,2,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,28
28,08510094,0x851150c,0x8510074,2,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,29
29,0851011C,0x8511518,0x85100fc,2,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,30
30,085101A4,0x8511524,0x8510184,2,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,31
31,0851021C,0x8510f84,0x851020c,1,40,16,0.0,0.0,2.0,29.0,0.0,1.0,0.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,32
