Team,Level,Source,Target,Rule,Notes
Sonic,Casino Park,Triple Spring Under Third Pinball,Dice with Triple Spring Under Third Pinball,FlyingAnyandTripleSpringSonicCP,
Sonic,Casino Park,Dice with Triple Spring Under Third Pinball,Third Pinball,TripleSpringSonicCP,
Sonic,Casino Park,Triple Spring Under Third Pinball,Third Pinball,TripleSpringSonicCP,
Sonic,Casino Park,Third Pinball,Checkpoint 1,PinballSonicCP,
Sonic,Casino Park,Checkpoint 1,Red Carpet Before Roulette,SingleSpringSonicCP,
Sonic,Casino Park,Red Carpet Before Roulette,Big Roulette,GongSonicCP,
Sonic,Casino Park,Big Roulette,Fourth Pinball,PinballSonicCP,
Sonic,Casino Park,Fourth Pinball,Platform Before Floating Dice and Fifth Pinball,PinballSonicCP,
Sonic,Casino Park,Platform Before Floating Dice and Fifth Pinball,Fifth Pinball,Cannonand(FlyingCharorSpeedChar)andPinballandPulleyandSingleSpringandTripleSpringSonicCP,
Sonic,Casino Park,Fifth Pinball,Platform Below Fifth Pinball,,
Sonic,Casino Park,Platform Below Fifth Pinball,Cannon Below Fifth Pinball,PulleyandTripleSpringSonicCP,
Sonic,Casino Park,Cannon Below Fifth Pinball,Fifth Pinball,CannonandSpeedCharSonicCP,
Sonic,Casino Park,Cannon Below Fifth Pinball,Platform Before Floating Dice and Fifth Pinball,CannonandFlyingCharSonicCP,
Sonic,Casino Park,Fifth Pinball,Triple Spring Before Second Door,,
Sonic,Casino Park,Triple Spring Before Second Door,Second Door,TripleSpringSonicCP,
Sonic,Casino Park,Second Door,Second Glass Floor,FlyingCharand(PowerCharorSpeedChar)andPushPullSwitchSonicCP,
Sonic,Casino Park,Second Glass Floor,Red Carpet By Bonus Key 2,BreakGlassFloorSonicCP,
Sonic,Casino Park,Red Carpet By Bonus Key 2,Bonus Key 2,KillGroundEnemyGoldCameronKlagenPlainShieldSonicCP,
Sonic,Casino Park,Red Carpet By Bonus Key 2,Checkpoint 2,FlyingAnySonicCP,
Sonic,Casino Park,Checkpoint 2,Red Carpet By Bonus Key 2,,
Sonic,Casino Park,Checkpoint 2,Curved Path Before Cannon Before Sixth Pinball,GongSonicCP,
Sonic,Casino Park,Curved Path Before Cannon Before Sixth Pinball,Cannon Before Sixth Pinball,DashPanelandSingleSpringSonicCP,
Sonic,Casino Park,Cannon Before Sixth Pinball,Sixth Pinball Bottom,CannonorFloatingDiceorFlyingAnyorGlideorRocketAccelSonicCP,
Sonic,Casino Park,Sixth Pinball Bottom,VIP Switch Double Pinball,PinballandSingleSpringSonicCP,
Sonic,Casino Park,VIP Switch Double Pinball,VIP Switch,,
Sonic,Casino Park,VIP Switch Double Pinball,Checkpoint 3,,
Sonic,Casino Park,Checkpoint 3,VIP Ramp Entrance,GreenBumperSpringSonicCP,
Sonic,Casino Park,VIP Ramp Entrance,VIP Ramp,,
Sonic,Casino Park,VIP Ramp,Bonus Key 3,,
Sonic,Casino Park,Bonus Key 3,VIP Table Cannon,FlyingAnyandLightDashandPushPullSwitchSonicCP,
Sonic,Casino Park,VIP Table Cannon,VIP Table,,
Sonic,Casino Park,VIP Table,Final Pinball,PinballandSingleSpringSonicCP,
Sonic,Casino Park,VIP Ramp Entrance,Triple Spring Before Final Door,,
Sonic,Casino Park,VIP Ramp Entrance,Final Door,NOTPOSSIBLE,can be made from ramp entrance with rocket accel
Sonic,Casino Park,Triple Spring Before Final Door,Final Door,TripleSpringSonicCP,
Sonic,Casino Park,Final Door,Final Glass Door,FlyingAnyandPushPullSwitchSonicCP,
Sonic,Casino Park,Final Glass Door,Eighth Pinball,BreakGlassFloorSonicCP,
Sonic,Casino Park,Eighth Pinball,Final Pinball,PinballSonicCP,
Sonic,Casino Park,Final Pinball,Goal,PinballSonicCP,
