Team,Level,Source,Target,Rule,Notes
Sonic,Hang Castle,Fourth Upside Down Start,Fourth Upside Down Tower Interior,,
Sonic,Hang Castle,Fourth Upside Down Tower Interior,Fourth Upside Down Start,,
Sonic,Hang Castle,Fourth Upside Down Tower Interior,Bonus Key 3,,
Sonic,Hang Castle,Fourth Upside Down Tower Interior,Fourth Upside Down Tower Interior Case,KillGroundEnemySpearSonicHC,1 spear 1 nothing pawn (nothing else needed)
Sonic,Hang Castle,Fourth Upside Down Tower Interior Case,Eight TP Switch,TPSwitchSonicHC,
Sonic,Hang Castle,Eight TP Switch,Rightside Tower Interior With Push Pull Switch,TPSwitchSonicHC,
Sonic,Hang Castle,Rightside Tower Interior With Push Pull Switch,Fifth Door Entrance,FlyingOneCharandLightDashandPushPullSwitchSonicHC,
Sonic,Hang Castle,Fifth Door Entrance,Eggman Statue Platform,KillGroundEnemyBishopSonicHC,
Sonic,Hang Castle,Eggman Statue Platform,Eggman Statue Platform Case,TargetSwitchandThundershootSonicHC,
Sonic,Hang Castle,Eggman Statue Platform Case,Ninth TP Switch,TPSwitchSonicHC,
Sonic,Hang Castle,Ninth TP Switch,Metal Sonic Statue Platform,TPSwitchSonicHC,
Sonic,Hang Castle,Metal Sonic Statue Platform,Metal Sonic Statue Cracked Wall,PoleandTargetSwitchandThundershootSonicHC,
Sonic,Hang Castle,Metal Sonic Statue Cracked Wall,Sixth Door Entrance,BreakSonicHC,
Sonic,Hang Castle,Sixth Door Entrance,Long Tower Vertical Section,KillGroundEnemySpearSonicHC,
Sonic,Hang Castle,Long Tower Vertical Section,Goal,DashRampSonicHC,
