Team,Level,Source,Target,Rule,Notes
Sonic,Frog Forest,Island Before Second and Third Propeller Island,Island Before Second and Third Propeller Island Case,KillGroundEnemySpearPlainShieldSonicFrog,This is Gold Pawn
Sonic,Frog Forest,Island Before Second and Third Propeller Island Case,Island Before Second and Third Propeller Island Green Frog,GreenFrogSonicFrog,
Sonic,Frog Forest,Island Before Second and Third Propeller Island Green Frog,Island Before Second and Third Propeller Island Tall Tree Platform,TallTreePlatformSonicFrog,
Sonic,Frog Forest,Island Before Second and Third Propeller Island Tall Tree Platform,Island Before Second and Third Propeller Island Tall Tree Platform Top,FlyingAnyandTallTreePlatformSonicFrog,
Sonic,Frog Forest,Island Before Second and Third Propeller Island Tall Tree Platform,Lower Small Green Platforms Before Second Propeller Island,(FlyingAnyorGlideorHoming)andSmallGreenPlatformSonicFrog,
Sonic,Frog Forest,Lower Small Green Platforms Before Second Propeller Island,Upper Small Green Platforms Before Second Propeller Island,BouncyFruitandFlyingAnySonicFrog,
Sonic,Frog Forest,Upper Small Green Platforms Before Second Propeller Island,Lower Small Green Platforms Before Second Propeller Island,(FlyingAnyorGlideorHoming)andSmallGreenPlatformSonicFrog,
Sonic,Frog Forest,Lower Small Green Platforms Before Second Propeller Island,Second Propeller Island Bottom,,
Sonic,Frog Forest,Second Propeller Island Bottom,Second Propeller Island Top,FlyingAnySonicFrog,is possible with tornado
Sonic,Frog Forest,Second Propeller Island Top,Second Propeller,PropellerSonicFrog,
Sonic,Frog Forest,Island Before Second and Third Propeller Island Tall Tree Platform Top,Upper Small Green Platforms Before Second Propeller Island,FlyingAnyandSmallGreenPlatformSonicFrog,
Sonic,Frog Forest,Upper Small Green Platforms Before Second Propeller Island,Second Propeller Top Left Island,FlyingAnySonicFrog,
Sonic,Frog Forest,Second Propeller Top Left Island,Second Propeller Island Bottom,,
Sonic,Frog Forest,Second Propeller Top Left Island,Second Propeller Top Left Island Frog,GreenFrogSonicFrog,
Sonic,Frog Forest,Second Propeller Top Left Island Frog,Small Green Platform Above Second Propeller,FlyingAnyandSmallGreenPlatformSonicFrog,
Sonic,Frog Forest,Small Green Platform Above Second Propeller,Alternate Second Propeller Island,FlyingAnySonicFrog,
Sonic,Frog Forest,Alternate Second Propeller Island,Alternate Second Propeller Island Propeller,PropellerSonicFrog,
Sonic,Frog Forest,Second Propeller,Second Propeller Path,,
Sonic,Frog Forest,Alternate Second Propeller Island Propeller,Alternate Second Propeller Path,,
Sonic,Frog Forest,Second Propeller Path,Island After Second Propeller Path,,
Sonic,Frog Forest,Island After Second Propeller Path,Vine Path Middle After Second Propeller Path,SwingingVineSonicFrog,
Sonic,Frog Forest,Island After Second Propeller Path,Lower Path After Second Propeller First Island,,
Sonic,Frog Forest,Vine Path Middle After Second Propeller Path,Island After Second Propeller Path,SwingingVineSonicFrog,
Sonic,Frog Forest,Vine Path Middle After Second Propeller Path,Island Before Lower Checkpoint 3,SwingingVineSonicFrog,
Sonic,Frog Forest,Island Before Lower Checkpoint 3,Vine Path Middle After Second Propeller Path,FlyingAnyandSwingingVineSonicFrog,
Sonic,Frog Forest,Island Before Lower Checkpoint 3,Island Before Lower Checkpoint 3 Alcove,FireDunkSonicFrog,wood container
Sonic,Frog Forest,Island Before Lower Checkpoint 3,Lower Checkpoint 3,FlyingAnySonicFrog,
Sonic,Frog Forest,Lower Checkpoint 3,Island Before Lower Checkpoint 3,,
Sonic,Frog Forest,Lower Path After Second Propeller First Island,Vine Path Bottom After Second Propeller Path,SwingingVineSonicFrog,
Sonic,Frog Forest,Vine Path Bottom After Second Propeller Path,Lower Path After Second Propeller First Island,SwingingVineSonicFrog,
Sonic,Frog Forest,Lower Path After Second Propeller First Island,Lower Path After Second Propeller Second Island,,
Sonic,Frog Forest,Lower Path After Second Propeller Second Island,Lower Path After Second Propeller First Island,FlyingAnySonicFrog,
Sonic,Frog Forest,Lower Path After Second Propeller Second Island,Vine Path Bottom After Second Propeller Path,SingleSpringandSwingingVineSonicFrog,
Sonic,Frog Forest,Lower Path After Second Propeller Second Island,Lower Path After Second Propeller Third Island,FlyingAnySonicFrog,not too bad
Sonic,Frog Forest,Lower Path After Second Propeller Third Island,Lower Path After Second Propeller Second Island,FlyingAnySonicFrog,little annoying due to camera snap
Sonic,Frog Forest,Lower Path After Second Propeller Third Island,Lower Path After Second Propeller Third Island Case,KillGroundEnemyCameronSonicFrog,
Sonic,Frog Forest,Lower Path After Second Propeller Third Island Case,Lower Checkpoint 3,LargeBouncyMushroomSonicFrog,
Sonic,Frog Forest,Lower Checkpoint 3,Checkpoint 3,,
Sonic,Frog Forest,Alternate Second Propeller Path,Island After Alternate Second Propeller Path,,
Sonic,Frog Forest,Island After Alternate Second Propeller Path,Island After Alternate Second Propeller Path Green Frog,GreenFrogSonicFrog,
Sonic,Frog Forest,Island After Alternate Second Propeller Path,Vine Path Top After Second Propeller Path,FlyingAnyandSwingingVineSonicFrog,not too difficult
Sonic,Frog Forest,Island After Alternate Second Propeller Path Green Frog,Vine Path Top After Second Propeller Path,BouncyFruitandSwingingVineSonicFrog,
Sonic,Frog Forest,Vine Path Top After Second Propeller Path,Island After Alternate Second Propeller Path,SwingingVineSonicFrog,
Sonic,Frog Forest,Vine Path Top After Second Propeller Path,Island Before Upper Checkpoint 3,SwingingVineSonicFrog,
Sonic,Frog Forest,Island Before Upper Checkpoint 3,Vine Path Top After Second Propeller Path,FlyingAnyandSwingingVineSonicFrog,
Sonic,Frog Forest,Island Before Upper Checkpoint 3,Upper Checkpoint 3,FlyingOneCharorLightDashSonicFrog,is possible with flying any but difficult (think flight stack helps here)
Sonic,Frog Forest,Upper Checkpoint 3,Island Before Upper Checkpoint 3,FlyingOneCharSonicFrog,is possible with flying any but difficult (think flight stack helps here)
Sonic,Frog Forest,Upper Checkpoint 3,Checkpoint 3,,
Sonic,Frog Forest,Checkpoint 3,Upper Checkpoint 3,,
Sonic,Frog Forest,Upper Checkpoint 3,Lower Checkpoint 3,,
Sonic,Frog Forest,Upper Checkpoint 3,Path After Checkpoint 3,,
Sonic,Frog Forest,Lower Checkpoint 3,Path After Checkpoint 3,LargeBouncyMushroomandPowerGongSonicFrog,
Sonic,Frog Forest,Path After Checkpoint 3,Upper Checkpoint 3,FlyingAnySonicFrog,
Sonic,Frog Forest,Path After Checkpoint 3,Lower Checkpoint 3,FlyingAnyorGlideorHomingSonicFrog,
Sonic,Frog Forest,Path After Checkpoint 3,Third Corkscrew,,
Sonic,Frog Forest,Path After Checkpoint 3,Island After Checkpoint 3,,
Sonic,Frog Forest,Island After Checkpoint 3,Island After Checkpoint 3 Green Frog,GreenFrogSonicFrog,
Sonic,Frog Forest,Island After Checkpoint 3 Green Frog,Third Corkscrew With Green Frog,GreenFrogSonicFrog,
Sonic,Frog Forest,Third Corkscrew,Island With Second Tree Bottom,,
Sonic,Frog Forest,Island With Second Tree Bottom,Third Corkscrew,FlyingAnySonicFrog,
Sonic,Frog Forest,Island With Second Tree Bottom,Second Tree Base,FlyingAnySonicFrog,
Sonic,Frog Forest,Second Tree Base,Island With Second Tree Bottom,,
Sonic,Frog Forest,Second Tree Base,Second Tree Base Alcove,BreakSonicFrog,
Sonic,Frog Forest,Second Tree Base Alcove,Bonus Key 3,,
Sonic,Frog Forest,Second Tree Base,Second Tree Top,LargeBouncyMushroomSonicFrog,
Sonic,Frog Forest,Second Tree Top,Second Tree Base,,
Sonic,Frog Forest,Second Tree Top,Second Tree Top Case,KillGroundEnemySpearPlainShieldSonicFrog,Gold Pawn with plain shield
Sonic,Frog Forest,Second Tree Top Case,Ivy That Grows As You Grind On It,GreenFrogSonicFrog,
Sonic,Frog Forest,Third Corkscrew With Green Frog,Bouncy Fruit Path At Second Tree,BouncyFruitandSingleSpringSonicFrog,
Sonic,Frog Forest,Bouncy Fruit Path At Second Tree,Second Tree Top,BouncyFruitSonicFrog,
Sonic,Frog Forest,Ivy That Grows As You Grind On It,Island With Goal,,
Sonic,Frog Forest,Island With Goal,Goal,,
