Team,Level,Source,Target,Rule,Notes
Sonic,Mystic Mansion,Second Circle Room With Fan,Hallway With Pit,BreakandFanandSwitchSonicMM,
Sonic,Mystic Mansion,Hallway With Pit,Door Entrance After Pit,FlyingAnyorSingleSpringSonicMM,
Sonic,Mystic Mansion,Door Entrance After Pit,Room With TP Switch And Statues,FlyingOneCharandPushPullSwitchSonicMM,
Sonic,Mystic Mansion,Room With TP Switch And Statues,Room With TP Switch And Statues After Switch,TPSwitchSonicMM,
Sonic,Mystic Mansion,Room With TP Switch And Statues After Switch,Small Curved Hallway,KillGroundEnemySpearSpikeShieldSonicMM,
Sonic,Mystic Mansion,Small Curved Hallway,Room With Mini Well And TP Switch,KillGroundEnemySpearSpikeShieldSonicMM,
Sonic,Mystic Mansion,Room With Mini Well And TP Switch,Room With Mini Well And TP Switch Case,KillGroundEnemyHeavyEggHammerSonicMM,
Sonic,Mystic Mansion,Room With Mini Well And TP Switch Case,Room With Mini Well After TP Switch,TPSwitchSonicMM,
Sonic,Mystic Mansion,Room With Mini Well After TP Switch,Room With Checkpoint 3,,
Sonic,Mystic Mansion,Room With Checkpoint 3,Checkpoint 3,,
Sonic,Mystic Mansion,Checkpoint 3,Room With Checkpoint 3,,
Sonic,Mystic Mansion,Room With Checkpoint 3,Second Bobsled,BobsledSonicMM,
Sonic,Mystic Mansion,Second Bobsled,Third Bobsled,BobsledSonicMM,
Sonic,Mystic Mansion,Third Bobsled,Door At Checkpoint 4,,
Sonic,Mystic Mansion,Door At Checkpoint 4,Checkpoint 4,,
Sonic,Mystic Mansion,Checkpoint 4,Door At Checkpoint 4,,
Sonic,Mystic Mansion,Door At Checkpoint 4,Platforms At Door At Checkpoint 4,FlyingAnyandMansionFloatingPlatformSonicMM,
Sonic,Mystic Mansion,Platforms At Door At Checkpoint 4,Bonus Key 3,,
Sonic,Mystic Mansion,Door At Checkpoint 4,Room With Triangle Jump,KillGroundEnemySpearSonicMM,
Sonic,Mystic Mansion,Room With Triangle Jump,Room With Triangle Jump Case,KillGroundEnemySpearBishopSonicMM,
Sonic,Mystic Mansion,Room With Triangle Jump Case,Room With Triangle Jump After Switch,TPSwitchSonicMM,
Sonic,Mystic Mansion,Room With Triangle Jump After Switch,SpiderWeb After Triangle Jump,TriangleJumpSonicMM,
Sonic,Mystic Mansion,SpiderWeb After Triangle Jump,Well Entrance,(FlyingAnyorTornado)andWeightSonicMM,
Sonic,Mystic Mansion,Well Entrance,SpiderWeb After Triangle Jump,,
Sonic,Mystic Mansion,Well Entrance,Nexus Start Room,All3CharsandSwitchandThundershootSonicMM,
Sonic,Mystic Mansion,Nexus Start Room,End of Level,FanandFlying3CharsandHomingandKillGroundEnemyBishopHeavyEggHammerandTPSwitchSonicMM,
Sonic,Mystic Mansion,End of Level,Goal,,
