Team,Level,Source,Target,Rule,Notes
Sonic,Power Plant,Second Big Hallway Entrance,Room After Third Turbo Glide Ramp,,
Sonic,Power Plant,Second Big Hallway Entrance,Second Hallway Upper Energy Column 1,EnergyColumnand(FlyingAnyorHoming)andKillFlyingEnemyRedHomingSonicPP,red flapper
Sonic,Power Plant,Second Hallway Upper Energy Column 1,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Upper Energy Column 1,Second Hallway Upper Energy Column 2,EnergyColumnand(FlyingAnyorHoming)andKillFlyingEnemyRedHomingSonicPP,red flapper
Sonic,Power Plant,Second Hallway Upper Energy Column 2,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Upper Energy Column 2,Second Hallway Upper Energy Column 3,EnergyColumnandFlyingAnyandKillFlyingEnemyGreenShotSonicPP,Red and Green Flapper (gun)
Sonic,Power Plant,Second Hallway Upper Energy Column 3,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Upper Energy Column 3,Second Hallway Upper Energy Column 4,EnergyColumnandFlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Upper Energy Column 4,Second Hallway Lower Platform,,
Sonic,Power Plant,Second Hallway Upper Energy Column 4,Second Hallway Upper Energy Column 4 Spring,KillFlyingEnemyGreenShotNothingandSingleSpringSonicPP,green Flapper with gun
Sonic,Power Plant,Second Hallway Upper Energy Column 4,Second Hallway Upper Rail 1,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Upper Energy Column 4 Spring,Second Hallway Upper Rail 1,,
Sonic,Power Plant,Second Hallway Upper Rail 1,Second Hallway Upper Energy Column 4,EnergyColumnSonicPP,
Sonic,Power Plant,Second Hallway Upper Rail 1,Second Hallway Lower Platform,,
Sonic,Power Plant,Second Hallway Upper Rail 1,Second Hallway Upper Energy Column Above Rail 1,EnergyColumnandFlyingAnyandKillFlyingEnemyRedSonicPP,red flapper
Sonic,Power Plant,Second Hallway Upper Energy Column Above Rail 1,Second Hallway Upper Energy Column Above Rail 2,EnergyColumnSonicPP,
Sonic,Power Plant,Second Hallway Upper Rail 1,Second Hallway Upper Energy Column Above Rail 2,EnergyColumnandFlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Upper Energy Column Above Rail 2,Bonus Key 2,,
Sonic,Power Plant,Second Hallway Upper Energy Column Above Rail 1,Second Hallway Upper Rail 2,,
Sonic,Power Plant,Second Hallway Upper Energy Column Above Rail 2,Second Hallway Upper Rail 2,,
Sonic,Power Plant,Second Hallway Upper Rail 1,Second Hallway Upper Rail 2,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Upper Rail 2,Second Hallway Lower Second,,
Sonic,Power Plant,Second Hallway Upper Rail 2,Second Hallway Upper Rail 1,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Upper Rail 2,Second Hallway End,,
Sonic,Power Plant,Second Hallway End,Second Hallway Upper Rail 2,,
Sonic,Power Plant,Second Big Hallway Entrance,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Lower First,Second Big Hallway Entrance,FlyingAnyorTripleSpringSonicPP,
Sonic,Power Plant,Second Hallway Lower First,Second Hallway Lower First Energy Column,EnergyColumnandFlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Lower First Energy Column,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Lower First Energy Column,Second Hallway Lower Platform,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Lower First,Second Hallway Lower First Spring,KillGroundEnemyCameronandSingleSpringSonicPP,cameron
Sonic,Power Plant,Second Hallway Lower First Spring,Second Hallway Lower Platform,,
Sonic,Power Plant,Second Hallway Lower Platform,Second Hallway Lower First,,
Sonic,Power Plant,Second Hallway Lower Platform,Second Hallway Lower Pit Energy Column Wall,KillGroundEnemyCameronSonicPP,cameron
Sonic,Power Plant,Second Hallway Lower Pit Energy Column Wall,Second Hallway Lower Pit,,
Sonic,Power Plant,Second Hallway Lower Pit Energy Column Wall,Second Hallway Lower Second,,
Sonic,Power Plant,Second Hallway Lower Pit,Second Hallway Lower Second,FlyingAnySonicPP,off of cap
Sonic,Power Plant,Second Hallway Lower Pit,Second Hallway Lower Pit Energy Column Ground,EnergyColumnandFlyingAnyandKillGroundEnemyCameronSonicPP,cameron
Sonic,Power Plant,Second Hallway Lower Pit Energy Column Ground,Second Hallway Lower Second,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Lower Second,Second Hallway Lower Platform,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway Lower Second,Second Hallway Lower Second Energy Column 1,EnergyColumnandKillGroundEnemyCameronSonicPP,cameron
Sonic,Power Plant,Second Hallway Lower Second Energy Column 1,Second Hallway Lower Second Energy Column 2,EnergyColumnandFlyingAnyandKillFlyingEnemyRedSonicPP,red flapper
Sonic,Power Plant,Second Hallway Lower Second Energy Column 2,Second Hallway Lower Second Energy Column 3,EnergyColumnandFlyingAnyandKillFlyingEnemyRedSonicPP,red flapper
Sonic,Power Plant,Second Hallway Lower Second Energy Column 3,Second Hallway End,FlyingAnySonicPP,
Sonic,Power Plant,Second Hallway End,Second Hallway End Pole,PoleSonicPP,
Sonic,Power Plant,Second Hallway End Pole,Checkpoint 3,,
Sonic,Power Plant,Second Hallway End,Checkpoint 3,FlyingAnySonicPP,
Sonic,Power Plant,Checkpoint 3,Second Hallway End,,
Sonic,Power Plant,Checkpoint 3,Second Elevator,ElevatorSonicPP,
Sonic,Power Plant,Second Elevator,Checkpoint 3,,
Sonic,Power Plant,Second Elevator,Second Elevator Cap 1,KillFlyingEnemyRedNothingSonicPP,red flapper
Sonic,Power Plant,Second Elevator Cap 1,Second Elevator Cap 2,KillFlyingEnemyGreenShotNothingSonicPP,green Flapper with guns
Sonic,Power Plant,Second Elevator Cap 2,Second Elevator End,,
Sonic,Power Plant,Second Elevator End,Green Dome after Second Elevator,KillFlyingEnemyGreenLightningSonicPP,Green Flapper with lightning
Sonic,Power Plant,Green Dome after Second Elevator,Second Elevator End,NOTPOSSIBLE,team blast through cap wall
Sonic,Power Plant,Second Elevator End,Second Elevator,ElevatorSonicPP,
Sonic,Power Plant,Green Dome after Second Elevator,Room Before Checkpoint 4,DashRingSonicPP,needs dashring here
Sonic,Power Plant,Room Before Checkpoint 4,Green Dome after Second Elevator,NOTPOSSIBLE,Sad noises here
Sonic,Power Plant,Room Before Checkpoint 4,Room Before Checkpoint 4 Upward Path,KillGroundEnemyCameronandPPUpwardPathSonicPP,
Sonic,Power Plant,Room Before Checkpoint 4 Upward Path,Checkpoint 4,,
Sonic,Power Plant,Checkpoint 4,Bonus Key 3,,
Sonic,Power Plant,Checkpoint 4,Room Before Checkpoint 4,,
Sonic,Power Plant,Checkpoint 4,Lava Platform Start,DashRamporFlyingAnySonicPP,
Sonic,Power Plant,Lava Platform Start,Lava Platform 1,DashRingorFlyingAnySonicPP,
Sonic,Power Plant,Lava Platform 1,Lava Platform 2 Lower,FlyingAnyorHomingSonicPP,red flapper
Sonic,Power Plant,Lava Platform 2 Lower,Lava Platform 2 Upper,DashRingandFlyingAnySonicPP,can be done with tornado hover and dash ring
Sonic,Power Plant,Lava Platform 1,Lava Platform 2 Upper,HomingandLightDashSonicPP,might be able to do without homing (difficult) red flapper
Sonic,Power Plant,Lava Platform 2 Upper,Lava Platform 3,(FlyingAnyorHoming)andDashRingSonicPP,red flapper
Sonic,Power Plant,Lava Platform 3,Lava Platform 3 Pulley,PulleySonicPP,
Sonic,Power Plant,Lava Platform 3 Pulley,Lava Platform Below Cap,,
Sonic,Power Plant,Lava Platform Below Cap,Lava Platform Above Cap,KillFlyingEnemyRedSonicPP,red flapper
Sonic,Power Plant,Lava Platform Above Cap,Lava Platform Pulley after Cap,(FlyingAnyorHoming)andPulleySonicPP,homing boost here
Sonic,Power Plant,Lava Platform Pulley after Cap,Lava Platform 4,,
Sonic,Power Plant,Lava Platform 4,Lava Platform 5,DashRingorFlyingAnySonicPP,
Sonic,Power Plant,Lava Platform 5,Lava Platform 5 Pulley,PulleySonicPP,
Sonic,Power Plant,Lava Platform 5 Pulley,Lava Platform Before Spring,,
Sonic,Power Plant,Lava Platform Pulley after Cap,Lava Platform Before Spring,,
Sonic,Power Plant,Lava Platform Before Spring,Lava Platform Last,FlyingAnyandSingleSpringSonicPP,
Sonic,Power Plant,Lava Platform Last,Lava Platform Last Pulley,(FlyingAnyorHoming)andPulleySonicPP,
Sonic,Power Plant,Lava Platform Last Pulley,Lava Middle Platform,,
Sonic,Power Plant,Lava Middle Platform,Lava Middle Platform Spring,KillFlyingEnemyGreenLightningHomingFireDunkSonicPP,Green Flapper with lightning
Sonic,Power Plant,Lava Middle Platform Spring,Goal,,
