Team,Level,Source,Target,Rule,Notes
Sonic,Bullet Station,Pit After Checkpoint 2 Case,Fan After Checkpoint 2,SingleSpringSonicBS,
Sonic,Bullet Station,Fan After Checkpoint 2,Pit After Checkpoint 2,,
Sonic,Bullet Station,Fan After Checkpoint 2,Pole After Checkpoint 2,FanorRailSonicBS,
Sonic,Bullet Station,Pole After Checkpoint 2,Fan After Checkpoint 2,,
Sonic,Bullet Station,Pole After Checkpoint 2,Door After Checkpoint 2,PoleSonicBS,
Sonic,Bullet Station,Door After Checkpoint 2,Grate Without TP,All3CharsandSwitchSonicBS,
Sonic,Bullet Station,Grate Without TP,Cannon Before First Gun,FireDunkSonicBS,
Sonic,Bullet Station,Cannon Before First Gun,First Gun Outside,CannonSpeedSonicBS,
Sonic,Bullet Station,Cannon Before First Gun,Dash Ring Above First Gun Outside,CannonFlyingandDashRingSonicBS,
Sonic,Bullet Station,Cannon Before First Gun,First Gun Extra Door Inside,CannonPowerSonicBS,
Sonic,Bullet Station,Dash Ring Above First Gun Outside,First Gun Outside,,
Sonic,Bullet Station,First Gun Outside,Cannon Before First Gun,FlyingAnySonicBS,
Sonic,Bullet Station,First Gun Extra Door Inside,First Gun Chamber,BreakSonicBS,Steel Container
Sonic,Bullet Station,First Gun Chamber,First Gun Extra Door Inside,BreakSonicBS,Steel Container
Sonic,Bullet Station,First Gun Outside,First Gun Chamber,All3CharsandBreakandSwitchSonicBS,switch under capsule
Sonic,Bullet Station,First Gun Chamber,First Gun Bullet Path,BigCannonGunSonicBS,
Sonic,Bullet Station,First Gun Bullet Path,Fourth Rail,RailandRailSwitchandSwitchableRailand3RailPlatformSonicBS,
Sonic,Bullet Station,Fourth Rail,Single Fan Before Checkpoint 3,RailandRailSwitchandSwitchableRailand3RailPlatformSonicBS,
Sonic,Bullet Station,Single Fan Before Checkpoint 3,Double Fan Before Checkpoint 3,FanSonicBS,
Sonic,Bullet Station,Double Fan Before Checkpoint 3,Single Fan Before Checkpoint 3,,
Sonic,Bullet Station,Double Fan Before Checkpoint 3,Ground At Checkpoint 3,FanSonicBS,
Sonic,Bullet Station,Ground At Checkpoint 3,Double Fan Before Checkpoint 3,,
Sonic,Bullet Station,Ground At Checkpoint 3,Checkpoint 3,,
Sonic,Bullet Station,Checkpoint 3,Ground At Checkpoint 3,,
Sonic,Bullet Station,Ground At Checkpoint 3,Platforms After Checkpoint 3,FlyingAnyand3RailPlatformSonicBS,
Sonic,Bullet Station,Ground At Checkpoint 3,Ground Before Second Train Cave Grate,LightDashSonicBS,
Sonic,Bullet Station,Platforms After Checkpoint 3,Behind Door At Second Train Cave Grate,FlyingAnyandSwitchSonicBS,
Sonic,Bullet Station,Behind Door At Second Train Cave Grate,Bonus Key 3,,
Sonic,Bullet Station,Behind Door At Second Train Cave Grate,Ground Before Second Train Cave Grate,,
Sonic,Bullet Station,Ground Before Second Train Cave Grate,Second Train Cave Grate,FlyingAnyorPulleySonicBS,
Sonic,Bullet Station,Second Train Cave Grate,Second Train Cave First Car With Rail,FireDunkandTPObjSonicBS,
Sonic,Bullet Station,Second Train Cave First Car With Rail,Second Train Cave Second Car With Pole,FlyingAnyorGlideorHomingSonicBS,is possible with nothing
Sonic,Bullet Station,Second Train Cave Second Car With Pole,Second Train Cave First Car With Rail,FlyingAnyorGlideorHomingSonicBS,is possible with nothing
Sonic,Bullet Station,Second Train Cave Second Car With Pole,Second Train Cave Third Car With Triangle Jump,PoleSonicBS,
Sonic,Bullet Station,Second Train Cave Third Car With Triangle Jump,Second Train Cave Third Car End,FlyingAnyorTriangleJumpSonicBS,is possible with flying any
Sonic,Bullet Station,Second Train Cave Third Car End,Second Train Cave Core,BreakandEngineCoreSonicBS,
Sonic,Bullet Station,Second Train Cave Core,Rail After Second Train Cave,RailSonicBS,
Sonic,Bullet Station,Rail After Second Train Cave,Bobsled Section,BobsledandRailSwitchandSwitchableRailandSingleSpringSonicBS,need to check when bobsled is deleted
Sonic,Bullet Station,Bobsled Section,Rail After Bobsled Section,RailandRailSwitchandSwitchableRailSonicBS,
Sonic,Bullet Station,Rail After Bobsled Section,Ground At Checkpoint 4,,
Sonic,Bullet Station,Ground At Checkpoint 4,Checkpoint 4,,
Sonic,Bullet Station,Checkpoint 4,Ground At Checkpoint 4,,
Sonic,Bullet Station,Ground At Checkpoint 4,Dead End Under Checkpoint 4,,
Sonic,Bullet Station,Dead End Under Checkpoint 4,Ground At Checkpoint 4,RailandRailSwitchandSingleSpringandSwitchableRailand3RailPlatformSonicBS,
Sonic,Bullet Station,Ground At Checkpoint 4,Second Gun Outside,,
Sonic,Bullet Station,Second Gun Outside,Second Gun Outside Case,KillGroundEnemyKlagenSonicBS,
Sonic,Bullet Station,Second Gun Outside Case,Second Gun Interior,FlyingAll3CharsandSwitchSonicBS,
Sonic,Bullet Station,Second Gun Interior,Second Gun Bullet Path,BigCannonGunSonicBS,
Sonic,Bullet Station,Second Gun Bullet Path,Rock With Goal,,
Sonic,Bullet Station,Rock With Goal,Goal Platform,FlyingAnyorTripleSpringSonicBS,
Sonic,Bullet Station,Goal Platform,Goal,,
