Team,Level,Source,Target,Rule,Notes
Sonic,Ocean Palace,Turtle 3 Left,Turtle 2 Middle,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 2 Middle,Turtle 3 Middle,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 3 Middle,Turtle 2 Middle,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 2 Middle,Turtle 2 Right,DashRampSonicOP,
Sonic,Ocean Palace,Turtle 2 Right,Turtle 2 Middle,DashRampSonicOP,
Sonic,Ocean Palace,Turtle 2 Middle Cannon,Turtle 2 Middle Cannon Speed,CannonSpeedSonicOP,
Sonic,Ocean Palace,Turtle 2 Middle Cannon Speed,Turtle 4 Left,SingleSpringSonicOP,
Sonic,Ocean Palace,Turtle 2 Middle Cannon,Turtle 2 Middle Cannon Flying,CannonFlyingSonicOP,
Sonic,Ocean Palace,Turtle 2 Middle Cannon Flying,Turtle 3 Middle,,
Sonic,Ocean Palace,Turtle 2 Middle Cannon,Turtle 2 Middle Cannon Power,CannonPowerSonicOP,
Sonic,Ocean Palace,Turtle 2 Middle Cannon Power,Turtle 3 Left,,
Sonic,Ocean Palace,Turtle 2 Middle Cannon Power,Turtle 3 Middle,,
Sonic,Ocean Palace,Turtle 3 Left,Turtle 3 Middle,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 3 Middle,Turtle 3 Left,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 3 Middle,Turtle 4 Left,SingleSpringSonicOP,
Sonic,Ocean Palace,Turtle 3 Middle,Turtle 4 Far Right,DashRingandFlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 3 Left,Turtle 3 Left Fan,KillGroundEnemyConcreteShieldSonicOP,
Sonic,Ocean Palace,Turtle 3 Left Fan,Turtle 2 Middle,FanandGlideSonicOP,
Sonic,Ocean Palace,Turtle 3 Left Fan,Turtle 3 Middle,FanandGlideSonicOP,
Sonic,Ocean Palace,Turtle 3 Left Fan,Turtle 4 Left High Item Balloon,DashRingandFanandGlideSonicOP,
Sonic,Ocean Palace,Turtle 4 Left High Item Balloon,Turtle 4 Left,,
Sonic,Ocean Palace,Turtle 3 Left,Turtle 4 Left,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Left,Turtle 3 Left,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Far Right,Bonus Key 2,,can make it from fan glide to dash ring
Sonic,Ocean Palace,Bonus Key 2,Turtle 4 Far Right,,
Sonic,Ocean Palace,Turtle 4 Far Right,Turtle 4 Lefter,DashRampSonicOP,
Sonic,Ocean Palace,Turtle 4 Left,Turtle 4 Lefter,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter,Turtle 4 Left,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter,Turtle 4 Lefter High Platform,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter High Platform,Turtle 4 Lefter,,
Sonic,Ocean Palace,Turtle 4 Lefter High Platform,Turtle 5 Left High Item Balloon,DashRingandFlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter,Turtle 4 Lefter Cannon,,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon,Turtle 4 Lefter Cannon Speed,CannonSpeedSonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon Speed,Turtle 6 Left,,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon,Turtle 4 Lefter Cannon Flying,CannonFlyingSonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon Flying,Turtle 4 Lefter High Platform,,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon,Turtle 4 Lefter Cannon Power,CannonPowerSonicOP,
Sonic,Ocean Palace,Turtle 4 Lefter Cannon Power,Turtle 5 Lefter,,
Sonic,Ocean Palace,Turtle 4 Left,Turtle 5 Left,DashRampSonicOP,
Sonic,Ocean Palace,Turtle 5 Left High Item Balloon,Turtle 5 Left,,
Sonic,Ocean Palace,Turtle 4 Lefter,Turtle 5 Left,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 5 Left,Turtle 4 Lefter,FlyingAnySonicOP,
Sonic,Ocean Palace,Turtle 5 Left,Turtle Final,DashRampSonicOP,
Sonic,Ocean Palace,Turtle 5 Lefter,Turtle 5 Lefter Spring,KillGroundEnemySonicOP,
Sonic,Ocean Palace,Turtle 5 Lefter Spring,Turtle 6 Left,SingleSpringSonicOP,
Sonic,Ocean Palace,Turtle 6 Left,Turtle 6 Middle,,IS NOT POSSIBLE
Sonic,Ocean Palace,Turtle 6 Left,Turtle Final,SingleSpringSonicOP,
Sonic,Ocean Palace,Turtle Final,Turtle Final Spring,KillGroundEnemySpearConcreteShieldandKillFlyingEnemyGreenShotNothingSonicOP,spear and concrete with green shot flapper
Sonic,Ocean Palace,Turtle Final Spring,Turtle Final Top,SingleSpringSonicOP,
Sonic,Ocean Palace,Turtle Final,Turtle Final Top,,
Sonic,Ocean Palace,Turtle Final Top,Checkpoint 3,DashRampSonicOP,
Sonic,Ocean Palace,Checkpoint 3,5 Egg Pawns,FlyingAnyorTripleSpringSonicOP,
Sonic,Ocean Palace,5 Egg Pawns,5 Egg Pawns Lower Route Fan 1,,
Sonic,Ocean Palace,5 Egg Pawns Lower Route Fan 1,5 Egg Pawns,,Up Incline
Sonic,Ocean Palace,5 Egg Pawns Lower Route Fan 1,5 Egg Pawns Lower Route Fan 2,FanandGlideSonicOP,
Sonic,Ocean Palace,5 Egg Pawns Lower Route Fan 2,5 Egg Pawns Lower Route Fan 1,,
Sonic,Ocean Palace,5 Egg Pawns Lower Route Fan 2,Triple Spring Before Fan,FanandGlideSonicOP,
Sonic,Ocean Palace,Triple Spring Before Fan,5 Egg Pawns Lower Route Fan 2,,
Sonic,Ocean Palace,5 Egg Pawns,5 Egg Pawns Upper Flying Route,FlyingAnySonicOP,
Sonic,Ocean Palace,5 Egg Pawns Upper Flying Route,5 Egg Pawns Upper Flying Route 2,FlyingAnyorHomingAttackSonicOP,
Sonic,Ocean Palace,5 Egg Pawns Upper Flying Route 2,5 Egg Pawns Upper Flying Route,,
Sonic,Ocean Palace,5 Egg Pawns Upper Flying Route 2,Triple Spring Before Fan,BreakorFlyingAnySonicOP,
Sonic,Ocean Palace,Triple Spring Before Fan,5 Egg Pawns Upper Flying Route 2,BreakorFlyingAnySonicOP,
Sonic,Ocean Palace,Triple Spring Before Fan,Triple Spring Fan 1,TripleSpringorFlyingFullSonicOP,
Sonic,Ocean Palace,Triple Spring Fan 1,Triple Spring Before Fan,,
Sonic,Ocean Palace,Triple Spring Fan 1,Triple Spring Fan 2,(FanandGlide)orFlyingFullSonicOP,
Sonic,Ocean Palace,Triple Spring Fan 2,Triple Spring Fan 1,,
Sonic,Ocean Palace,Triple Spring Fan 2,Path Corner With DashRamp,(FanandGlide)orFlyingFullSonicOP,
Sonic,Ocean Palace,Path Corner With DashRamp,Triple Spring Fan 2,,
Sonic,Ocean Palace,Path Corner With DashRamp,Palace Door,,
Sonic,Ocean Palace,Palace Door,Path Corner With DashRamp,FlyingAnySonicOP,
Sonic,Ocean Palace,Palace Door,Palace Door Inside,BreakSonicOP,
Sonic,Ocean Palace,Palace Door Inside,Palace Door,BreakSonicOP,
Sonic,Ocean Palace,Palace Door Inside,Palace Above Roof,,
Sonic,Ocean Palace,Palace Above Roof,Palace Door Inside,,
Sonic,Ocean Palace,Palace Door Inside,Bonus Key 3,TriangleJumpSonicOP,
Sonic,Ocean Palace,Bonus Key 3,Palace Door Inside,TriangleJumpSonicOP,
Sonic,Ocean Palace,Bonus Key 3,Palace Above Roof,FlyingAnySonicOP,
Sonic,Ocean Palace,Palace Above Roof,Bonus Key 3,,
Sonic,Ocean Palace,Bonus Key 3,Path Above Bonus Key,TripleSpringSonicOP,
Sonic,Ocean Palace,Path Above Bonus Key,Bonus Key 3,,
Sonic,Ocean Palace,Path Above Bonus Key,Checkpoint 4,BreakorFlyingAnySonicOP,
Sonic,Ocean Palace,Checkpoint 4,Path Above Bonus Key,BreakorFlyingAnySonicOP,
Sonic,Ocean Palace,Palace Door Inside,Palace Inside Lower,,
Sonic,Ocean Palace,Bonus Key 3,Palace Inside Lower,,
Sonic,Ocean Palace,Palace Inside Lower,Palace Door Inside,FlyingAnySonicOP,
Sonic,Ocean Palace,Palace Inside Lower,Palace Lower Fan 1,FlyingFullorTripleSpringSonicOP,
Sonic,Ocean Palace,Palace Lower Fan 1,Palace Inside Lower,,
Sonic,Ocean Palace,Palace Lower Fan 1,Palace Lower Fan 2,(FanandGlide)orFlyingFullSonicOP,
Sonic,Ocean Palace,Palace Lower Fan 2,Palace Lower Fan 1,,
Sonic,Ocean Palace,Palace Lower Fan 2,Checkpoint 4,(FanandGlide)orFlyingFullSonicOP,
Sonic,Ocean Palace,Checkpoint 4,Palace Lower Fan 2,,
Sonic,Ocean Palace,Checkpoint 4,Kaos Start,DashRingandSpeedcharandSingleSpringandSmallStonePlatformSonicOP,
Sonic,Ocean Palace,Kaos Start,Checkpoint 4,NOTPOSSIBLE,
Sonic,Ocean Palace,Kaos Start,Kaos 2,DashRampSonicOP,
Sonic,Ocean Palace,Kaos 2,Kaos Start,NOTPOSSIBLE,
Sonic,Ocean Palace,Kaos 2,Goal,DashRampSonicOP,
Sonic,Ocean Palace,Goal,Kaos 2,NOTPOSSIBLE,
