Team,Level,Source,Target,Rule,Notes
Sonic,Lost Jungle,Island After First Propeller,Path With Checkpoint 3,FlyingOneCharSonicLJ,jump off of case to get enough height (can be done with only flying)
Sonic,Lost Jungle,Path With Checkpoint 3,Checkpoint 3,,
Sonic,Lost Jungle,Checkpoint 3,Path With Checkpoint 3,,
Sonic,Lost Jungle,Path With Checkpoint 3,Path With Checkpoint 3 Case,KillGroundEnemyEggHammerSonicLJ,2 egg hammers
Sonic,Lost Jungle,Path With Checkpoint 3 Case,Long Path After Checkpoint 3,LargeBouncyMushroomSonicLJ,
Sonic,Lost Jungle,Path With Checkpoint 3,Top Of Horizontal Loop Cave Thing,FlyingAnyorTornadoSonicLJ,
Sonic,Lost Jungle,Top Of Horizontal Loop Cave Thing,Path With Checkpoint 3,,
Sonic,Lost Jungle,Top Of Horizontal Loop Cave Thing,Top Of Horizontal Loop Cave Thing Green Frog,GreenFrogSonicLJ,
Sonic,Lost Jungle,Top Of Horizontal Loop Cave Thing Green Frog,Long Path After Checkpoint 3 Green Frog,SmallBouncyMushroomandSwingingVineSonicLJ,
Sonic,Lost Jungle,Long Path After Checkpoint 3 Green Frog,Long Path After Checkpoint 3,,
Sonic,Lost Jungle,Long Path After Checkpoint 3,Path With Checkpoint 3,,
Sonic,Lost Jungle,Long Path After Checkpoint 3,Elevated End Of Long Path After Checkpoint 3,TripleSpringSonicLJ,
Sonic,Lost Jungle,Elevated End Of Long Path After Checkpoint 3,Long Path After Checkpoint 3,,
Sonic,Lost Jungle,Elevated End Of Long Path After Checkpoint 3,Elevated End Of Long Path After Checkpoint 3 Green Frog,GreenFrogSonicLJ,
Sonic,Lost Jungle,Elevated End Of Long Path After Checkpoint 3,T Island Before Checkpoint 4,,
Sonic,Lost Jungle,T Island Before Checkpoint 4,Elevated End Of Long Path After Checkpoint 3,NOTPOSSIBLE,is possible with Flying3Chars but tight
Sonic,Lost Jungle,T Island Before Checkpoint 4,Boomerang Island Right,,
Sonic,Lost Jungle,Boomerang Island Right,T Island Before Checkpoint 4,FlyingAnySonicLJ,
Sonic,Lost Jungle,Boomerang Island Right,Mushrooms Between Boomerang Islands,,
Sonic,Lost Jungle,Mushrooms Between Boomerang Islands,Boomerang Island Right,,
Sonic,Lost Jungle,Mushrooms Between Boomerang Islands,Boomerang Island Left,,
Sonic,Lost Jungle,Boomerang Island Left,Mushrooms Between Boomerang Islands,,
Sonic,Lost Jungle,Boomerang Island Left,Boomerang Island Left Case,KillGroundEnemyEggHammerSonicLJ,
Sonic,Lost Jungle,Boomerang Island Left,T Island With Checkpoint 4,FlyingAnyorLargeBouncyMushroomSonicLJ,
Sonic,Lost Jungle,T Island With Checkpoint 4,Boomerang Island Left,,
Sonic,Lost Jungle,Elevated End Of Long Path After Checkpoint 3 Green Frog,Top of Elevated End Of Long Path After Checkpoint 3,FlyingAnyandSmallBouncyMushroomSonicLJ,
Sonic,Lost Jungle,Top of Elevated End Of Long Path After Checkpoint 3,Elevated End Of Long Path After Checkpoint 3,,
Sonic,Lost Jungle,Elevated End Of Long Path After Checkpoint 3 Green Frog,Small Green Platform Above T Island Before Checkpoint 4,SmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Small Green Platform Above T Island Before Checkpoint 4,First Small Green Platform Above Boomerang Islands,BouncyFruitandHoming2SonicLJ,Purple Bomb Flapper (level 2 for more range)
Sonic,Lost Jungle,First Small Green Platform Above Boomerang Islands,Second Small Green Platform Above Boomerang Islands,FlyingAnyandSmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Second Small Green Platform Above Boomerang Islands,Upper Mushroom Between Boomerang Islands,DashRingandFlyingAnySonicLJ,
Sonic,Lost Jungle,Upper Mushroom Between Boomerang Islands,T Island With Checkpoint 4,,
Sonic,Lost Jungle,T Island With Checkpoint 4,Upper Mushroom Between Boomerang Islands,,
Sonic,Lost Jungle,T Island With Checkpoint 4,Checkpoint 4,,
Sonic,Lost Jungle,Checkpoint 4,T Island With Checkpoint 4,,
Sonic,Lost Jungle,T Island With Checkpoint 4,Second Propeller,PropellerSonicLJ,
Sonic,Lost Jungle,Second Propeller,Tree After Checkpoint 4 Base,,
Sonic,Lost Jungle,Second Propeller,Inside Of Very Big Yellow Plant,,
Sonic,Lost Jungle,Inside Of Very Big Yellow Plant,Bonus Key 3,,
Sonic,Lost Jungle,Inside Of Very Big Yellow Plant,Tree After Checkpoint 4 Base,SwingingVineSonicLJ,
Sonic,Lost Jungle,Tree After Checkpoint 4 Base,Green Platforms On Right Side Of Tree Base,FlyingAnyandSmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Green Platforms On Right Side Of Tree Base,Tree After Checkpoint 4 Base,SmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Green Platforms On Right Side Of Tree Base,Second Layer of Tree,FlyingAnyandSmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Second Layer of Tree,Green Platforms On Right Side Of Tree Base,SmallGreenPlatformSonicLJ,
Sonic,Lost Jungle,Tree After Checkpoint 4 Base,Bouncy Fruit On Left Side Of Tree Base,BouncyFruitandSingleSpringSonicLJ,
Sonic,Lost Jungle,Bouncy Fruit On Left Side Of Tree Base,Tree After Checkpoint 4 Base,BouncyFruitandSingleSpringSonicLJ,
Sonic,Lost Jungle,Bouncy Fruit On Left Side Of Tree Base,Second Layer of Tree,BouncyFruitandSingleSpringSonicLJ,
Sonic,Lost Jungle,Second Layer of Tree,Bouncy Fruit On Left Side Of Tree Base,BouncyFruitandSingleSpringSonicLJ,
Sonic,Lost Jungle,Second Layer of Tree,Second Layer of Tree Green Frog,GreenFrogSonicLJ,green frog is needed here
Sonic,Lost Jungle,Second Layer of Tree Green Frog,Second Layer of Tree Case,KillFlyingEnemyGreenShotSonicLJ,is barely possible with nothing (homing is not)
Sonic,Lost Jungle,Second Layer of Tree Case,Third Layer of Tree,LargeBouncyMushroomSonicLJ,
Sonic,Lost Jungle,Third Layer of Tree,Second Layer of Tree,,
Sonic,Lost Jungle,Third Layer of Tree,Third Layer of Tree Case,KillFlyingEnemyGreenShotSonicLJ,too high up
Sonic,Lost Jungle,Third Layer of Tree Case,Third Layer of Tree Green Frog,GreenFrogSonicLJ,
Sonic,Lost Jungle,Third Layer of Tree Green Frog,Third Layer of Tree Tall Tree Platform Top,(FlyingAnyorTornado)andTallTreePlatformSonicLJ,
Sonic,Lost Jungle,Third Layer of Tree Tall Tree Platform Top,Power Gong Branch Top,BouncyFruitorFlyingAnyorHomingSonicLJ,
Sonic,Lost Jungle,Power Gong Branch Top,Third Layer of Tree,,
Sonic,Lost Jungle,Power Gong Branch Top,Fourth Layer of Tree,,can be done with nothing
Sonic,Lost Jungle,Fourth Layer of Tree,Power Gong Branch Top,,
Sonic,Lost Jungle,Fourth Layer of Tree,Fourth Layer of Tree Case,KillGroundEnemyKlagenSonicLJ,
Sonic,Lost Jungle,Fourth Layer of Tree,Fourth Layer of Tree Tall Tree Platform,(FlyingAnyorTornado)andTallTreePlatformSonicLJ,currently not useful as black frog kills this while you are on it
Sonic,Lost Jungle,Fourth Layer of Tree Case,Path With Checkpoint 5,LightDashandSwitchSonicLJ,
Sonic,Lost Jungle,Path With Checkpoint 5,Fourth Layer of Tree,,
Sonic,Lost Jungle,Path With Checkpoint 5,Checkpoint 5,,
Sonic,Lost Jungle,Checkpoint 5,Path With Checkpoint 5,,
Sonic,Lost Jungle,Path With Checkpoint 5,Path With Checkpoint 5 Green Frog,GreenFrogSonicLJ,
Sonic,Lost Jungle,Path With Checkpoint 5 Green Frog,Ivy That Grows As You Grind On It 2 At Checkpoint 5,,
Sonic,Lost Jungle,Ivy That Grows As You Grind On It 2 At Checkpoint 5,Ivy Downward Spiral,,
Sonic,Lost Jungle,Ivy Downward Spiral,Island With Dash Ramp and Target Switch,,
Sonic,Lost Jungle,Island With Dash Ramp and Target Switch,Vector Dad Section,LargeYellowPlatformandSingleSpringandSwingingVineSonicLJ,
Sonic,Lost Jungle,Vector Dad Section,Goal Island,,
Sonic,Lost Jungle,Goal Island,Goal,FlyingAnySonicLJ,
Sonic,Lost Jungle,Goal Island,Goal Island Green Frog,GreenFrogSonicLJ,
Sonic,Lost Jungle,Goal Island Green Frog,Goal,SmallBouncyMushroomSonicLJ,
